# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8549646229107004,0.4574183185456242,0.0005887930103290165,0,3.0,0.0016848810066973073,180.0,0.0,0.0
 0.08954193540610099,1.866991260204471,0.4574184421358788,0.0005887930103290165,0.26862580621830295,3.0,0.0016848810066973073,180.0,0.03125442993342121,0.0
 0.12677082811258206,1.8790708871949404,0.45741881158482167,0.0017523608289225848,0.3803124843377461,2.9999999999999987,0.0016495285499939566,180.0,0.039920219441940276,0.0
 0.15543155762142155,1.8912030765458447,0.4574194249097214,0.0028965034402815507,0.46629467286426457,2.999999999999999,0.001615076019829872,180.0,0.04641465871072472,0.0
 0.17967151149068628,1.9033874009209206,0.4574202801278467,0.0040215926262871845,0.5390145344720587,2.9999999999999987,0.0015814907017259645,180.0,0.05164407227604273,0.0
 0.20109501928858142,1.9156234329839041,0.45742137525646615,0.005127989811408046,0.6032850578657442,3.0,0.0015487447419548423,180.0,0.05600229651183319,0.0
 0.2205238047028813,1.9279107453985316,0.4574227083128485,0.006216046413044448,0.6615714141086438,3.0000000000000027,0.001516805496630102,180.0,0.059707845393354546,0.0
 0.23844536507793096,1.9402489108285392,0.45742427731426233,0.0072861041691255814,0.7153360952337928,3.0,0.0014856501080113707,180.0,0.06289865011724423,1.6986905688986524e-12
 0.2551769052128899,1.9526375019376634,0.45742608027797627,0.008338495457996992,0.7655307156386695,2.9999999999999933,0.001455255904658917,180.00000000000003,0.06566918893044332,-1.8032307119709029e-12
 0.27093845432677977,1.9650760913896403,0.457428115221259,0.009373543604593488,0.8128153629803392,3.0000000000000036,0.001425600364042198,180.0,0.06808795955729098,0.0
 0.28588999016339106,1.9775642518482066,0.45743038016137905,0.010391563171956065,0.857669970490173,2.9999999999999964,0.0013966509316580445,180.0,0.07020674731893728,0.0
 0.3001521104264531,1.9901015559770983,0.4574328731156052,0.011392860245497159,0.9004563312793592,3.0,0.0013683901219303809,180.0,0.07206598025890432,0.0
 0.3138183708737997,2.002687576440052,0.45743559210120605,0.012377732701108682,0.9414551126213989,2.999999999999996,0.0013407954982983664,180.0,0.07369803135021157,0.0
 0.3269630607579956,2.0153218859008035,0.45743853513545024,0.013346470468282958,0.9808891822739865,2.9999999999999956,0.0013138498299049117,180.0,0.07512936024077024,2.24088337205055e-12
 0.3396463220936341,2.028004057023089,0.4574417002356064,0.014299355778195978,1.018938966280902,3.0000000000000044,0.0012875202707729823,180.00000000000003,0.07638196179586071,-2.3161082421030017e-12
 0.3519176438366099,2.040733662470646,0.4574450854189432,0.01523666340675267,1.0557529315098293,2.9999999999999862,0.0012618000353728375,180.0,0.07747437874909233,0.0
 0.36381832005359693,2.053510274907209,0.45744868870272926,0.016158660903357838,1.0914549601607904,2.999999999999995,0.0012366721025804345,180.0,0.07842243139740938,0.0
 0.37538322433485255,2.066333466996516,0.45745250810423316,0.017065608815972213,1.1261496730045573,3.000000000000005,0.0012121033091660718,180.0,0.079239755496369,0.0
 0.38664211936960635,2.0792028114023022,0.4574565416407237,0.017957760905685387,1.1599263581088186,2.999999999999995,0.0011880871743255347,180.0,0.07993820743024502,-2.5888463846747248e-12
 0.3976206423127415,2.0921178807883045,0.4574607873294694,0.018835364349991432,1.1928619269382241,3.0,0.0011646066106676895,179.99999999999997,0.08052817610970762,2.651175835997765e-12
 0.4083410589084622,2.1050782478182586,0.4574652431877389,0.019698659945581055,1.225023176725386,3.0,0.0011416445009669407,180.0,0.08101882523649888,0.0
 0.4188228493923558,2.118083485155901,0.45746990723280095,0.02054788229696123,1.2564685481770668,2.9999999999999787,0.0011191836696855992,180.0,0.08141828582866177,0.0
 0.42908316985371997,2.131133165464969,0.4574747774819241,0.021383260000978246,1.2872495095611594,3.0000000000000107,0.0010972068541674543,180.0,0.08173381054209937,0.0
 0.4391372199401231,2.1442268614091975,0.45747985195237706,0.022205015825921097,1.317411659820369,3.000000000000011,0.0010757023938041065,180.0,0.08197189838014045,2.882140704537953e-12
 0.4489985391275083,2.1573641456523234,0.4574851286614283,0.023013366880243566,1.3469956173825244,2.999999999999989,0.0010546587083816025,180.00000000000003,0.08213839783116124,-2.9359120674598522e-12
 0.45867924780588315,2.1705445908580834,0.45749060562634675,0.023808524780955492,1.376037743417649,3.0000000000000058,0.0010340584462473696,180.0,0.08223859083859766,-2.988299559357265e-12
 0.4681902452363138,2.183767769690213,0.4574962808644008,0.024590695807103633,1.4045707357089408,2.9999999999999827,0.001013889954043695,179.99999999999997,0.08227726483645918,0.0
 0.47754137344200465,2.1970332548124487,0.4575021523928592,0.025360081059002944,1.4326241203260133,3.0,0.0009941356424626414,179.99999999999997,0.08225877139255817,6.178511273877307e-12
 0.48674155392903257,2.210340618888527,0.4575082182289906,0.02611687660245565,1.460224661787097,3.000000000000006,0.0009747957124698176,180.00000000000003,0.08218707705492274,-3.1379723410777116e-12
 0.49579890254181314,2.2236894345821843,0.45751447639006365,0.02686127361080754,1.4873967076254386,2.999999999999982,0.0009558465313484624,180.0,0.0820658068612357,0.0
 0.5047208265766078,2.237079274557157,0.45752092489334695,0.027593458505477616,1.5141624797298225,3.0,0.0009372823376980202,180.0,0.08189828069820525,0.0
 0.5135141073882588,2.250509711477181,0.4575275617561091,0.028313613085648347,1.5405423221647756,3.0000000000000124,0.0009190851482360692,180.0,0.08168754585285917,0.0
